year,country,soe,arrivals,arrivals_male,arrivals_female
2022,ISL,Perlis,2,2,0
2022,ISL,Pulau Pinang,17,11,6
2022,ISL,Sabah,20,11,9
2022,ISL,Sarawak,10,5,5
2022,ISL,Selangor,156,87,69
2022,ISL,W.P. Labuan,0,0,0
2022,ISR,Pulau Pinang,7,5,2
2022,ITA,Johor,3970,2758,1212
2022,ITA,Kedah,529,323,206
2022,ITA,Kelantan,18,10,8
2022,ITA,Melaka,2,1,1
2022,ITA,Negeri Sembilan,2,1,1
2022,ITA,Pahang,6,5,1
2022,ITA,Perak,35,25,10
2022,ITA,Perlis,96,58,38
2022,ITA,Pulau Pinang,661,474,187
2022,ITA,Sabah,257,148,109
2022,ITA,Sarawak,357,218,139
2022,ITA,Selangor,17603,11686,5917
2022,ITA,W.P. Labuan,2,1,1
2022,JAM,Johor,14,5,9
2022,JAM,Kedah,3,0,3
2022,JAM,Perak,1,0,1
2022,JAM,Pulau Pinang,8,4,4
2022,JAM,Sabah,7,4,3
2022,JAM,Sarawak,1,1,0
2022,JAM,Selangor,88,52,36
2022,JAM,W.P. Labuan,0,0,0
2022,JOR,Johor,104,61,43
2022,JOR,Kedah,28,19,9
2022,JOR,Kelantan,0,0,0
2022,JOR,Melaka,0,0,0
2022,JOR,Perlis,5,5,0
2022,JOR,Pulau Pinang,35,25,10
2022,JOR,Sabah,4,4,0
2022,JOR,Sarawak,9,9,0
2022,JOR,Selangor,5220,3226,1994
2022,JOR,W.P. Labuan,1,1,0
2022,JPN,Johor,35488,25303,10185
2022,JPN,Kedah,1239,661,578
2022,JPN,Kelantan,28,21,7
2022,JPN,Melaka,5,4,1
2022,JPN,Negeri Sembilan,2,0,2
2022,JPN,Pahang,18,9,9
2022,JPN,Perak,236,155,81
2022,JPN,Perlis,238,178,60
2022,JPN,Pulau Pinang,6623,4754,1869
2022,JPN,Sabah,1574,844,730
2022,JPN,Sarawak,893,553,340
2022,JPN,Selangor,80647,53677,26970
2022,JPN,W.P. Labuan,26,20,6
2022,KAZ,Johor,259,131,128
2022,KAZ,Kedah,57,27,30
2022,KAZ,Kelantan,9,4,5
2022,KAZ,Melaka,0,0,0
2022,KAZ,Perak,1,1,0
2022,KAZ,Perlis,31,17,14
2022,KAZ,Pulau Pinang,37,19,18
2022,KAZ,Sabah,14,8,6
2022,KAZ,Sarawak,21,3,18
2022,KAZ,Selangor,3140,1303,1837
2022,KAZ,W.P. Labuan,0,0,0
2022,KEN,Johor,339,155,184
2022,KEN,Kedah,30,16,14
2022,KEN,Kelantan,1,0,1
2022,KEN,Perak,2,1,1
2022,KEN,Perlis,3,3,0
2022,KEN,Pulau Pinang,13,5,8
2022,KEN,Sabah,10,6,4
2022,KEN,Sarawak,9,4,5
2022,KEN,Selangor,2190,1146,1044
2022,KGZ,Johor,119,48,71
2022,KGZ,Kedah,3,3,0
2022,KGZ,Kelantan,1,0,1
2022,KGZ,Perak,0,0,0
2022,KGZ,Perlis,0,0,0
2022,KGZ,Pulau Pinang,2,1,1
2022,KGZ,Sabah,0,0,0
2022,KGZ,Sarawak,1,0,1
2022,KGZ,Selangor,1277,715,562
2022,KHM,Johor,10538,4449,6089
2022,KHM,Kedah,2611,1864,747
2022,KHM,Kelantan,3061,1804,1257
2022,KHM,Melaka,15,4,11
2022,KHM,Negeri Sembilan,0,0,0
2022,KHM,Pahang,0,0,0
2022,KHM,Perak,78,56,22
2022,KHM,Perlis,5210,3444,1766
2022,KHM,Pulau Pinang,246,125,121
2022,KHM,Sabah,6,2,4
2022,KHM,Sarawak,29,16,13
2022,KHM,Selangor,27537,13804,13733
2022,KHM,W.P. Labuan,0,0,0
2022,KIR,Johor,0,0,0
2022,KIR,Sabah,1,0,1
2022,KIR,Selangor,4,3,1
2022,KNA,Johor,164,115,49
2022,KNA,Kedah,6,3,3
2022,KNA,Perlis,1,1,0
2022,KNA,Pulau Pinang,17,16,1
2022,KNA,Sabah,3,1,2
2022,KNA,Selangor,373,268,105
2022,KNA,W.P. Labuan,0,0,0
2022,KOR,Johor,61449,35099,26350
2022,KOR,Kedah,898,423,475
2022,KOR,Kelantan,1,1,0
2022,KOR,Melaka,13,12,1
2022,KOR,Negeri Sembilan,1,1,0
2022,KOR,Pahang,11,4,7
2022,KOR,Perak,107,61,46
2022,KOR,Perlis,323,240,83
2022,KOR,Pulau Pinang,2794,1634,1160
2022,KOR,Sabah,53795,23684,30111
2022,KOR,Sarawak,1146,706,440
2022,KOR,Selangor,67390,39874,27516
2022,KOR,Terengganu,0,0,0
2022,KOR,W.P. Labuan,13,8,5
2022,KWT,Johor,305,163,142
2022,KWT,Kedah,87,44,43
2022,KWT,Kelantan,1,1,0
2022,KWT,Perak,1,1,0
2022,KWT,Perlis,3,1,2
2022,KWT,Pulau Pinang,63,33,30
2022,KWT,Sabah,2,0,2
2022,KWT,Sarawak,14,8,6
2022,KWT,Selangor,4184,2301,1883
2022,KWT,W.P. Labuan,0,0,0
2022,LAO,Johor,642,186,456
2022,LAO,Kedah,4317,499,3818
2022,LAO,Kelantan,526,42,484
2022,LAO,Melaka,1,0,1
2022,LAO,Perak,81,14,67
2022,LAO,Perlis,1465,403,1062
2022,LAO,Pulau Pinang,135,48,87
2022,LAO,Sabah,17,5,12
2022,LAO,Sarawak,30,17,13
2022,LAO,Selangor,2348,1203,1145
2022,LAO,W.P. Labuan,0,0,0
2022,LBN,Johor,96,62,34
2022,LBN,Kedah,16,9,7
2022,LBN,Kelantan,0,0,0
2022,LBN,Pahang,0,0,0
2022,LBN,Perak,0,0,0
2022,LBN,Perlis,1,1,0
2022,LBN,Pulau Pinang,27,16,11
2022,LBN,Sabah,5,3,2
2022,LBN,Sarawak,7,5,2
2022,LBN,Selangor,1581,1031,550
2022,LBN,W.P. Labuan,1,1,0
2022,LBR,Johor,10,10,0
2022,LBR,Kedah,1,1,0
2022,LBR,Sabah,1,1,0
2022,LBR,Sarawak,0,0,0
2022,LBR,Selangor,71,54,17
2022,LBY,Johor,16,12,4
2022,LBY,Kedah,1,1,0
2022,LBY,Perlis,0,0,0
2022,LBY,Pulau Pinang,5,5,0
2022,LBY,Sabah,3,3,0
2022,LBY,Sarawak,13,7,6
2022,LBY,Selangor,2611,1790,821
2022,LCA,Johor,43,37,6
2022,LCA,Kedah,0,0,0
2022,LCA,Pulau Pinang,1,0,1
2022,LCA,Sarawak,6,3,3
2022,LCA,Selangor,47,36,11
2022,LIE,Johor,12,10,2
2022,LIE,Kedah,5,3,2
2022,LIE,Perlis,0,0,0
2022,LIE,Pulau Pinang,6,5,1
2022,LIE,Sabah,2,1,1
2022,LIE,Sarawak,0,0,0
2022,LIE,Selangor,28,21,7
2022,LKA,Johor,6673,4403,2270
2022,LKA,Kedah,181,104,77
2022,LKA,Kelantan,0,0,0
2022,LKA,Melaka,0,0,0
2022,LKA,Pahang,0,0,0
2022,LKA,Perak,32,17,15
2022,LKA,Perlis,6,3,3
2022,LKA,Pulau Pinang,175,118,57
2022,LKA,Sabah,60,38,22
2022,LKA,Sarawak,109,73,36
2022,LKA,Selangor,22812,14472,8340
2022,LKA,W.P. Labuan,2,2,0
2022,LSO,Johor,2,1,1
2022,LSO,Kedah,0,0,0
2022,LSO,Pulau Pinang,0,0,0
2022,LSO,Sarawak,0,0,0
2022,LSO,Selangor,50,22,28
2022,LTU,Johor,209,86,123
2022,LTU,Kedah,66,29,37
2022,LTU,Kelantan,1,0,1
2022,LTU,Pahang,1,0,1
2022,LTU,Perak,8,2,6
2022,LTU,Perlis,20,11,9
2022,LTU,Pulau Pinang,48,26,22
2022,LTU,Sabah,33,24,9
2022,LTU,Sarawak,27,13,14
2022,LTU,Selangor,1192,662,530
2022,LTU,W.P. Labuan,0,0,0
2022,LUX,Johor,53,22,31
2022,LUX,Kedah,13,9,4
2022,LUX,Kelantan,0,0,0
2022,LUX,Perak,0,0,0
2022,LUX,Perlis,3,2,1
2022,LUX,Pulau Pinang,16,9,7
2022,LUX,Sabah,2,1,1
2022,LUX,Sarawak,3,2,1
2022,LUX,Selangor,255,150,105
2022,LVA,Johor,122,62,60
2022,LVA,Kedah,49,20,29
2022,LVA,Kelantan,0,0,0
2022,LVA,Pahang,0,0,0
2022,LVA,Perak,1,1,0
2022,LVA,Perlis,8,4,4
2022,LVA,Pulau Pinang,14,5,9
2022,LVA,Sabah,14,4,10
2022,LVA,Sarawak,32,16,16
2022,LVA,Selangor,603,315,288
2022,LVA,W.P. Labuan,13,6,7
2022,MAC,Johor,2,0,2
2022,MAC,Pahang,0,0,0
2022,MAC,Perak,4,2,2
2022,MAC,Selangor,9,2,7
2022,MAC,W.P. Labuan,1,1,0
2022,MAR,Johor,507,328,179
2022,MAR,Kedah,32,19,13
2022,MAR,Kelantan,5,5,0
2022,MAR,Melaka,2,0,2
2022,MAR,Pahang,0,0,0
2022,MAR,Perak,0,0,0
2022,MAR,Perlis,10,7,3
2022,MAR,Pulau Pinang,53,39,14
2022,MAR,Sabah,15,8,7
2022,MAR,Sarawak,26,21,5
2022,MAR,Selangor,4502,2238,2264
2022,MAR,W.P. Labuan,1,1,0
2022,MCO,Johor,7,6,1
2022,MCO,Kedah,0,0,0
2022,MCO,Sabah,0,0,0
2022,MCO,Selangor,15,3,12
2022,MDA,Johor,25,13,12
2022,MDA,Kedah,2,1,1
2022,MDA,Kelantan,0,0,0
2022,MDA,Negeri Sembilan,0,0,0
2022,MDA,Perlis,0,0,0
2022,MDA,Pulau Pinang,5,4,1
2022,MDA,Sabah,2,0,2
2022,MDA,Sarawak,5,0,5
2022,MDA,Selangor,153,81,72
2022,MDG,Johor,32,12,20
2022,MDG,Kedah,1,1,0
2022,MDG,Perak,2,0,2
2022,MDG,Perlis,0,0,0
2022,MDG,Pulau Pinang,2,0,2
2022,MDG,Sabah,0,0,0
2022,MDG,Sarawak,0,0,0
2022,MDG,Selangor,142,53,89
2022,MDV,Johor,1041,605,436
2022,MDV,Kedah,107,55,52
2022,MDV,Kelantan,1,1,0
2022,MDV,Perak,9,4,5
2022,MDV,Perlis,11,8,3
2022,MDV,Pulau Pinang,51,34,17
2022,MDV,Sabah,7,3,4
2022,MDV,Sarawak,17,11,6
2022,MDV,Selangor,18985,9599,9386
2022,MEX,Johor,750,385,365
2022,MEX,Kedah,53,24,29
2022,MEX,Kelantan,0,0,0
2022,MEX,Pahang,0,0,0
2022,MEX,Perak,4,2,2
2022,MEX,Perlis,7,5,2
2022,MEX,Pulau Pinang,247,192,55
2022,MEX,Sabah,36,19,17
2022,MEX,Sarawak,18,10,8
2022,MEX,Selangor,2979,1619,1360
2022,MEX,W.P. Labuan,0,0,0
2022,MHL,Johor,5,2,3
2022,MHL,Kedah,1,1,0
2022,MHL,Perak,0,0,0
2022,MHL,Pulau Pinang,1,1,0
2022,MHL,Sabah,0,0,0
2022,MHL,Selangor,11,9,2
2022,MKD,Johor,34,15,19
2022,MKD,Kedah,5,3,2
2022,MKD,Perak,2,0,2
2022,MKD,Pulau Pinang,10,10,0
2022,MKD,Sabah,0,0,0
2022,MKD,Sarawak,6,2,4
2022,MKD,Selangor,148,87,61
2022,MLI,Johor,17,17,0
2022,MLI,Sabah,0,0,0
2022,MLI,Selangor,36,28,8
2022,MLT,Johor,48,31,17
2022,MLT,Kedah,21,12,9
2022,MLT,Kelantan,0,0,0
2022,MLT,Perak,2,1,1
2022,MLT,Perlis,1,1,0
2022,MLT,Pulau Pinang,51,33,18
2022,MLT,Sabah,9,6,3
2022,MLT,Sarawak,5,3,2
2022,MLT,Selangor,290,173,117
2022,MLT,W.P. Labuan,0,0,0
2022,MMR,Johor,24372,7510,16862
2022,MMR,Kedah,266,59,207
2022,MMR,Kelantan,10,4,6
2022,MMR,Negeri Sembilan,0,0,0
2022,MMR,Pahang,0,0,0
2022,MMR,Perak,121,36,85
2022,MMR,Perlis,43,7,36
2022,MMR,Pulau Pinang,882,361,521
2022,MMR,Sabah,103,35,68
2022,MMR,Sarawak,340,138,202
2022,MMR,Selangor,48789,33246,15543
2022,MMR,Terengganu,0,0,0
2022,MMR,W.P. Labuan,1,1,0
2022,MNE,Johor,7,7,0
2022,MNE,Kedah,0,0,0
2022,MNE,Pulau Pinang,0,0,0
2022,MNE,Sabah,0,0,0
2022,MNE,Sarawak,2,2,0
2022,MNE,Selangor,76,68,8
2022,MNG,Johor,910,397,513
2022,MNG,Kedah,29,8,21
2022,MNG,Kelantan,0,0,0
2022,MNG,Perak,2,0,2
2022,MNG,Perlis,17,11,6
2022,MNG,Pulau Pinang,62,27,35
2022,MNG,Sabah,46,22,24
2022,MNG,Sarawak,4,4,0
2022,MNG,Selangor,1798,759,1039
2022,MNP,Selangor,0,0,0
2022,MOZ,Johor,12,8,4
2022,MOZ,Kedah,11,7,4
2022,MOZ,Perak,0,0,0
2022,MOZ,Pulau Pinang,0,0,0
2022,MOZ,Sabah,0,0,0
2022,MOZ,Sarawak,1,1,0
2022,MOZ,Selangor,180,102,78
2022,MRT,Johor,22,17,5
2022,MRT,Kedah,1,1,0
2022,MRT,Pulau Pinang,0,0,0
2022,MRT,Sabah,1,1,0
2022,MRT,Sarawak,0,0,0
2022,MRT,Selangor,192,161,31
2022,MUS,Johor,807,436,371
2022,MUS,Kedah,22,10,12
2022,MUS,Kelantan,2,1,1
2022,MUS,Pahang,0,0,0
2022,MUS,Perak,8,2,6
2022,MUS,Perlis,7,4,3
2022,MUS,Pulau Pinang,56,30,26
2022,MUS,Sabah,3,2,1
2022,MUS,Sarawak,4,2,2
2022,MUS,Selangor,5575,2770,2805
2022,MWI,Johor,11,4,7
2022,MWI,Pulau Pinang,2,1,1
2022,MWI,Sabah,1,0,1
2022,MWI,Sarawak,3,0,3
2022,MWI,Selangor,157,88,69
2022,MYT,Selangor,0,0,0
2022,NAM,Johor,11,5,6
2022,NAM,Kedah,1,0,1
2022,NAM,Perak,2,1,1
2022,NAM,Perlis,1,0,1
2022,NAM,Pulau Pinang,2,0,2
2022,NAM,Sabah,0,0,0
2022,NAM,Sarawak,0,0,0
2022,NAM,Selangor,99,40,59
2022,NCL,Selangor,1,1,0
2022,NER,Johor,2,2,0
2022,NER,Sabah,0,0,0
2022,NER,Selangor,21,11,10
2022,NGA,Johor,204,169,35
2022,NGA,Kedah,9,9,0
2022,NGA,Perlis,0,0,0
2022,NGA,Pulau Pinang,21,19,2
2022,NGA,Sabah,2,2,0
2022,NGA,Sarawak,48,32,16
2022,NGA,Selangor,3536,2819,717
2022,NIC,Johor,11,5,6
2022,NIC,Kedah,0,0,0
2022,NIC,Pulau Pinang,4,3,1
2022,NIC,Sabah,0,0,0
2022,NIC,Selangor,47,21,26
2022,NLD,Johor,6944,4523,2421
2022,NLD,Kedah,1053,579,474
2022,NLD,Kelantan,17,13,4
2022,NLD,Melaka,8,5,3
2022,NLD,Negeri Sembilan,11,6,5
2022,NLD,Pahang,10,8,2
2022,NLD,Perak,85,49,36
2022,NLD,Perlis,191,117,74
2022,NLD,Pulau Pinang,1394,890,504
2022,NLD,Sabah,531,289,242
2022,NLD,Sarawak,844,495,349
2022,NLD,Selangor,25899,15821,10078
2022,NLD,Terengganu,0,0,0
2022,NLD,W.P. Labuan,7,3,4
2022,NOR,Johor,1070,718,352
2022,NOR,Kedah,140,82,58
2022,NOR,Kelantan,4,4,0
2022,NOR,Melaka,0,0,0
2022,NOR,Pahang,0,0,0
2022,NOR,Perak,3,2,1
2022,NOR,Perlis,38,22,16
2022,NOR,Pulau Pinang,167,101,66
2022,NOR,Sabah,91,67,24
2022,NOR,Sarawak,87,64,23
2022,NOR,Selangor,4291,2719,1572
2022,NOR,W.P. Labuan,2,1,1
2022,NPL,Johor,3626,2927,699
2022,NPL,Kedah,39,28,11
2022,NPL,Pahang,0,0,0
2022,NPL,Perak,1,1,0
2022,NPL,Perlis,5,5,0
2022,NPL,Pulau Pinang,156,131,25
2022,NPL,Sabah,57,39,18
2022,NPL,Sarawak,998,680,318
2022,NPL,Selangor,174655,167765,6890
2022,NPL,W.P. Labuan,360,344,16
2022,NRU,Johor,0,0,0
2022,NRU,Pulau Pinang,0,0,0
2022,NRU,Selangor,9,7,2
2022,NZL,Johor,4433,2743,1690
2022,NZL,Kedah,432,245,187
2022,NZL,Kelantan,8,5,3
2022,NZL,Melaka,1,1,0
2022,NZL,Negeri Sembilan,1,1,0
2022,NZL,Pahang,11,7,4
2022,NZL,Perak,117,70,47
2022,NZL,Perlis,63,41,22
2022,NZL,Pulau Pinang,1125,653,472
2022,NZL,Sabah,360,198,162
2022,NZL,Sarawak,614,345,269
2022,NZL,Selangor,14743,8972,5771
2022,NZL,Terengganu,1,1,0
2022,NZL,W.P. Labuan,9,6,3
2022,OMN,Johor,535,293,242
2022,OMN,Kedah,21,15,6
2022,OMN,Kelantan,3,2,1
2022,OMN,Melaka,0,0,0
2022,OMN,Perak,0,0,0
2022,OMN,Perlis,1,1,0
2022,OMN,Pulau Pinang,40,28,12
2022,OMN,Sabah,9,4,5
2022,OMN,Sarawak,73,39,34
2022,OMN,Selangor,6600,4046,2554
2022,PAK,Johor,5457,4020,1437
2022,PAK,Kedah,682,509,173
2022,PAK,Kelantan,93,92,1
2022,PAK,Melaka,1,1,0
2022,PAK,Negeri Sembilan,3,3,0
2022,PAK,Pahang,5,2,3
2022,PAK,Perak,257,250,7
2022,PAK,Perlis,161,151,10
2022,PAK,Pulau Pinang,263,226,37
2022,PAK,Sabah,82,71,11
2022,PAK,Sarawak,513,404,109
2022,PAK,Selangor,80722,68991,11731
2022,PAK,W.P. Labuan,21,17,4
2022,PAN,Johor,28,13,15
2022,PAN,Kedah,1,0,1
2022,PAN,Perak,0,0,0
2022,PAN,Perlis,1,0,1
2022,PAN,Pulau Pinang,5,3,2
2022,PAN,Sabah,1,1,0
2022,PAN,Sarawak,3,1,2
2022,PAN,Selangor,99,49,50
2022,PER,Johor,224,133,91
2022,PER,Kedah,15,7,8
2022,PER,Kelantan,0,0,0
2022,PER,Pahang,0,0,0
2022,PER,Perak,0,0,0
2022,PER,Perlis,7,1,6
2022,PER,Pulau Pinang,28,13,15
2022,PER,Sabah,3,2,1
2022,PER,Sarawak,6,3,3
2022,PER,Selangor,606,322,284
2022,PER,W.P. Labuan,0,0,0
2022,PHL,Johor,113495,35509,77986
2022,PHL,Kedah,2238,804,1434
2022,PHL,Kelantan,92,50,42
2022,PHL,Melaka,4,1,3
2022,PHL,Negeri Sembilan,1,1,0
2022,PHL,Pahang,65,54,11
2022,PHL,Perak,396,140,256
2022,PHL,Perlis,897,326,571
2022,PHL,Pulau Pinang,3140,1182,1958
2022,PHL,Sabah,6834,2912,3922
2022,PHL,Sarawak,6324,2496,3828
2022,PHL,Selangor,100503,41159,59344
2022,PHL,Terengganu,2,2,0
2022,PHL,W.P. Labuan,372,144,228
2022,PLW,Johor,9,9,0
2022,PLW,Pulau Pinang,0,0,0
2022,PLW,Selangor,6,4,2
2022,PNG,Johor,86,53,33
2022,PNG,Kedah,1,1,0
2022,PNG,Kelantan,0,0,0
2022,PNG,Perak,1,1,0
2022,PNG,Pulau Pinang,10,5,5
2022,PNG,Sabah,2,0,2
2022,PNG,Sarawak,22,8,14
2022,PNG,Selangor,328,190,138
2022,POL,Johor,2160,1230,930
2022,POL,Kedah,316,146,170
2022,POL,Kelantan,9,5,4
2022,POL,Melaka,1,1,0
2022,POL,Negeri Sembilan,0,0,0
2022,POL,Pahang,0,0,0
2022,POL,Perak,19,11,8
2022,POL,Perlis,70,44,26
2022,POL,Pulau Pinang,370,203,167
2022,POL,Sabah,206,110,96
2022,POL,Sarawak,198,94,104
2022,POL,Selangor,6283,3475,2808
2022,POL,Terengganu,0,0,0
2022,POL,W.P. Labuan,14,8,6
2022,PRK,Selangor,0,0,0
2022,PRT,Johor,970,545,425
2022,PRT,Kedah,141,80,61
2022,PRT,Kelantan,1,1,0
2022,PRT,Melaka,1,1,0
2022,PRT,Pahang,0,0,0
2022,PRT,Perak,16,9,7
2022,PRT,Perlis,19,11,8
2022,PRT,Pulau Pinang,201,114,87
2022,PRT,Sabah,65,35,30
2022,PRT,Sarawak,38,22,16
2022,PRT,Selangor,4357,2625,1732
2022,PRT,W.P. Labuan,3,1,2
2022,PRY,Johor,12,8,4
2022,PRY,Kedah,0,0,0
2022,PRY,Perak,2,1,1
2022,PRY,Perlis,0,0,0
2022,PRY,Pulau Pinang,7,6,1
2022,PRY,Sabah,5,3,2
2022,PRY,Sarawak,0,0,0
2022,PRY,Selangor,47,25,22
2022,PSE,Johor,46,31,15
2022,PSE,Kedah,7,4,3
2022,PSE,Kelantan,3,2,1
2022,PSE,Melaka,0,0,0
2022,PSE,Perak,0,0,0
2022,PSE,Perlis,3,3,0
2022,PSE,Pulau Pinang,6,4,2
2022,PSE,Sabah,1,1,0
2022,PSE,Sarawak,12,9,3
2022,PSE,Selangor,2381,1620,761
2022,QAT,Johor,150,73,77
2022,QAT,Kedah,1,0,1
2022,QAT,Perlis,0,0,0
2022,QAT,Pulau Pinang,5,4,1
2022,QAT,Sabah,0,0,0
2022,QAT,Sarawak,8,5,3
2022,QAT,Selangor,1212,716,496
2022,REU,Johor,0,0,0
2022,REU,Sarawak,0,0,0
2022,ROU,Johor,811,443,368
2022,ROU,Kedah,78,40,38
2022,ROU,Kelantan,2,0,2
2022,ROU,Negeri Sembilan,0,0,0
2022,ROU,Pahang,0,0,0
2022,ROU,Perak,13,6,7
2022,ROU,Perlis,9,7,2
2022,ROU,Pulau Pinang,109,59,50
2022,ROU,Sabah,37,18,19
2022,ROU,Sarawak,47,28,19
2022,ROU,Selangor,3328,1857,1471
2022,ROU,W.P. Labuan,1,1,0
2022,RUS,Johor,2358,1266,1092
2022,RUS,Kedah,1853,985,868
2022,RUS,Kelantan,152,93,59
2022,RUS,Melaka,3,2,1
2022,RUS,Negeri Sembilan,0,0,0
2022,RUS,Pahang,3,0,3
2022,RUS,Perak,17,7,10
2022,RUS,Perlis,1358,792,566
2022,RUS,Pulau Pinang,1153,639,514
2022,RUS,Sabah,155,81,74
2022,RUS,Sarawak,259,128,131
2022,RUS,Selangor,33413,18236,15177
2022,RUS,W.P. Labuan,6,3,3
2022,RWA,Johor,7,5,2
2022,RWA,Kedah,0,0,0
2022,RWA,Pulau Pinang,0,0,0
2022,RWA,Selangor,52,26,26
2022,SAU,Johor,975,585,390
2022,SAU,Kedah,167,100,67
2022,SAU,Kelantan,32,16,16
2022,SAU,Melaka,2,2,0
2022,SAU,Perak,14,4,10
2022,SAU,Perlis,49,37,12
2022,SAU,Pulau Pinang,174,91,83
2022,SAU,Sabah,35,29,6
2022,SAU,Sarawak,97,74,23
2022,SAU,Selangor,37250,20242,17008
2022,SAU,W.P. Labuan,1,1,0
2022,SDN,Johor,58,33,25
2022,SDN,Kedah,5,5,0
2022,SDN,Kelantan,0,0,0
2022,SDN,Perlis,1,0,1
2022,SDN,Pulau Pinang,6,4,2
2022,SDN,Sabah,0,0,0
2022,SDN,Sarawak,23,16,7
2022,SDN,Selangor,7318,4272,3046
2022,SDN,W.P. Labuan,4,4,0
2022,SEN,Johor,12,8,4
2022,SEN,Kedah,4,1,3
2022,SEN,Kelantan,1,1,0
2022,SEN,Perak,1,0,1
2022,SEN,Perlis,0,0,0
2022,SEN,Pulau Pinang,3,0,3
2022,SEN,Sabah,1,1,0
2022,SEN,Sarawak,1,1,0
2022,SEN,Selangor,206,149,57
2022,SGP,Johor,7829939,4581072,3248867
2022,SGP,Kedah,25315,13310,12005
2022,SGP,Kelantan,316,207,109
2022,SGP,Melaka,106,78,28
2022,SGP,Negeri Sembilan,78,37,41
2022,SGP,Pahang,957,546,411
2022,SGP,Perak,36438,17223,19215
2022,SGP,Perlis,1594,968,626
2022,SGP,Pulau Pinang,113253,57129,56124
2022,SGP,Sabah,22632,11646,10986
2022,SGP,Sarawak,26347,14695,11652
2022,SGP,Selangor,331989,173007,158982
2022,SGP,Terengganu,3,3,0
2022,SGP,W.P. Labuan,64,51,13
2022,SGS,Johor,0,0,0
2022,SGS,Sabah,0,0,0
2022,SGS,Selangor,4,4,0
2022,SHN,Sarawak,0,0,0
2022,SLB,Johor,7,7,0
2022,SLB,Perlis,1,1,0
2022,SLB,Pulau Pinang,0,0,0
2022,SLB,Sabah,2,2,0
2022,SLB,Sarawak,15,9,6
2022,SLB,Selangor,48,26,22
2022,SLB,W.P. Labuan,0,0,0
2022,SLE,Johor,6,3,3
2022,SLE,Kedah,0,0,0
2022,SLE,Perak,1,1,0
2022,SLE,Pulau Pinang,4,4,0
2022,SLE,Sabah,0,0,0
2022,SLE,Selangor,125,90,35
2022,SLV,Johor,12,7,5
2022,SLV,Kedah,4,2,2
2022,SLV,Perak,1,1,0
2022,SLV,Perlis,0,0,0
2022,SLV,Pulau Pinang,6,5,1
2022,SLV,Sabah,0,0,0
2022,SLV,Selangor,59,32,27
2022,SLV,W.P. Labuan,0,0,0
2022,SMR,Johor,0,0,0
2022,SMR,Selangor,8,7,1
2022,SOM,Johor,3,3,0
2022,SOM,Kedah,0,0,0
2022,SOM,Kelantan,0,0,0
2022,SOM,Perlis,0,0,0
2022,SOM,Sabah,0,0,0
2022,SOM,Sarawak,1,1,0
2022,SOM,Selangor,1857,1170,687
2022,SRB,Johor,58,38,20
2022,SRB,Kedah,3,2,1
2022,SRB,Kelantan,1,1,0
2022,SRB,Pahang,1,1,0
2022,SRB,Perak,1,0,1
2022,SRB,Perlis,2,1,1
2022,SRB,Pulau Pinang,17,15,2
2022,SRB,Sabah,3,2,1
2022,SRB,Sarawak,2,1,1
2022,SRB,Selangor,366,215,151
2022,SSD,Johor,1,0,1
2022,SSD,Kedah,0,0,0
2022,SSD,Sarawak,2,2,0
2022,SSD,Selangor,255,193,62
2022,SSD,W.P. Labuan,0,0,0
2022,STP,Selangor,9,5,4
2022,SUR,Johor,28,14,14
2022,SUR,Kedah,1,1,0
2022,SUR,Kelantan,0,0,0
2022,SUR,Perak,0,0,0
2022,SUR,Perlis,0,0,0
2022,SUR,Pulau Pinang,2,2,0
2022,SUR,Sabah,0,0,0
2022,SUR,Sarawak,0,0,0
2022,SUR,Selangor,77,40,37
2022,SVK,Johor,190,105,85
2022,SVK,Kedah,227,120,107
2022,SVK,Kelantan,3,0,3
2022,SVK,Negeri Sembilan,0,0,0
2022,SVK,Pahang,0,0,0
2022,SVK,Perak,0,0,0
2022,SVK,Perlis,7,3,4
2022,SVK,Pulau Pinang,66,49,17
2022,SVK,Sabah,39,21,18
2022,SVK,Sarawak,18,7,11
2022,SVK,Selangor,1638,912,726
2022,SVK,W.P. Labuan,0,0,0
2022,SVN,Johor,75,42,33
2022,SVN,Kedah,33,18,15
2022,SVN,Kelantan,1,1,0
2022,SVN,Perak,1,0,1
2022,SVN,Perlis,3,2,1
2022,SVN,Pulau Pinang,17,11,6
2022,SVN,Sabah,11,5,6
2022,SVN,Sarawak,17,9,8
2022,SVN,Selangor,488,299,189
2022,SVN,W.P. Labuan,0,0,0
2022,SWE,Johor,1724,1083,641
2022,SWE,Kedah,475,256,219
2022,SWE,Kelantan,45,21,24
2022,SWE,Melaka,1,1,0
2022,SWE,Negeri Sembilan,1,1,0
2022,SWE,Pahang,1,1,0
2022,SWE,Perak,33,19,14
2022,SWE,Perlis,71,50,21
2022,SWE,Pulau Pinang,408,282,126
2022,SWE,Sabah,159,94,65
2022,SWE,Sarawak,110,77,33
2022,SWE,Selangor,6387,4023,2364
2022,SWE,W.P. Labuan,6,6,0
2022,SWZ,Johor,2,2,0
2022,SWZ,Kedah,0,0,0
2022,SWZ,Pulau Pinang,1,1,0
2022,SWZ,Sabah,0,0,0
2022,SWZ,Selangor,125,57,68
2022,SYC,Johor,24,16,8
2022,SYC,Kedah,0,0,0
2022,SYC,Pulau Pinang,6,3,3
