year,country,soe,arrivals,arrivals_male,arrivals_female
2024,IDN,Pahang,158,93,65
2024,IDN,Perak,1173,362,811
2024,IDN,Perlis,4261,1375,2886
2024,IDN,Pulau Pinang,242934,96373,146561
2024,IDN,Sabah,33158,16419,16739
2024,IDN,Sarawak,282718,146561,136157
2024,IDN,Selangor,916952,424285,492667
2024,IDN,Terengganu,1,1,0
2024,IDN,W.P. Labuan,351,180,171
2024,IND,Johor,221875,141575,80300
2024,IND,Kedah,11213,6270,4943
2024,IND,Kelantan,47,38,9
2024,IND,Melaka,15,13,2
2024,IND,Negeri Sembilan,12,12,0
2024,IND,Pahang,84,70,14
2024,IND,Perak,1397,917,480
2024,IND,Perlis,510,408,102
2024,IND,Pulau Pinang,13643,8499,5144
2024,IND,Sabah,1367,892,475
2024,IND,Sarawak,15220,11937,3283
2024,IND,Selangor,460279,298374,161905
2024,IND,Terengganu,4,2,2
2024,IND,W.P. Labuan,430,337,93
2024,IOT,Selangor,3,1,2
2024,IRL,Johor,1802,1135,667
2024,IRL,Kedah,688,348,340
2024,IRL,Kelantan,10,7,3
2024,IRL,Pahang,3,1,2
2024,IRL,Perak,43,27,16
2024,IRL,Perlis,115,78,37
2024,IRL,Pulau Pinang,976,592,384
2024,IRL,Sabah,175,94,81
2024,IRL,Sarawak,178,95,83
2024,IRL,Selangor,9346,5430,3916
2024,IRL,W.P. Labuan,12,7,5
2024,IRN,Johor,2100,1046,1054
2024,IRN,Kedah,96,37,59
2024,IRN,Kelantan,4,3,1
2024,IRN,Melaka,1,1,0
2024,IRN,Perak,3,2,1
2024,IRN,Perlis,28,22,6
2024,IRN,Pulau Pinang,111,61,50
2024,IRN,Sabah,14,5,9
2024,IRN,Sarawak,22,18,4
2024,IRN,Selangor,14344,7471,6873
2024,IRQ,Johor,212,153,59
2024,IRQ,Kedah,30,17,13
2024,IRQ,Kelantan,2,1,1
2024,IRQ,Perlis,3,3,0
2024,IRQ,Pulau Pinang,33,24,9
2024,IRQ,Sabah,4,3,1
2024,IRQ,Sarawak,25,14,11
2024,IRQ,Selangor,8310,5445,2865
2024,ISL,Johor,22,13,9
2024,ISL,Kedah,20,9,11
2024,ISL,Negeri Sembilan,1,0,1
2024,ISL,Perak,4,2,2
2024,ISL,Perlis,1,0,1
2024,ISL,Pulau Pinang,20,9,11
2024,ISL,Sabah,3,2,1
2024,ISL,Selangor,239,130,109
2024,ISR,Selangor,7,7,0
2024,ITA,Johor,3724,2427,1297
2024,ITA,Kedah,2933,1549,1384
2024,ITA,Kelantan,19,16,3
2024,ITA,Melaka,8,6,2
2024,ITA,Negeri Sembilan,4,4,0
2024,ITA,Pahang,8,8,0
2024,ITA,Perak,59,34,25
2024,ITA,Perlis,187,130,57
2024,ITA,Pulau Pinang,816,584,232
2024,ITA,Sabah,318,199,119
2024,ITA,Sarawak,307,190,117
2024,ITA,Selangor,21809,13705,8104
2024,ITA,Terengganu,2,1,1
2024,ITA,W.P. Labuan,15,10,5
2024,JAM,Johor,39,12,27
2024,JAM,Kedah,7,2,5
2024,JAM,Pulau Pinang,9,4,5
2024,JAM,Sabah,1,0,1
2024,JAM,Sarawak,3,1,2
2024,JAM,Selangor,143,69,74
2024,JOR,Johor,101,68,33
2024,JOR,Kedah,63,39,24
2024,JOR,Kelantan,2,2,0
2024,JOR,Pahang,6,5,1
2024,JOR,Perak,1,0,1
2024,JOR,Perlis,4,3,1
2024,JOR,Pulau Pinang,60,35,25
2024,JOR,Sabah,3,3,0
2024,JOR,Sarawak,7,5,2
2024,JOR,Selangor,5300,3221,2079
2024,JPN,Johor,38316,24858,13458
2024,JPN,Kedah,2490,1265,1225
2024,JPN,Kelantan,66,53,13
2024,JPN,Melaka,5,5,0
2024,JPN,Negeri Sembilan,12,10,2
2024,JPN,Pahang,82,54,28
2024,JPN,Perak,403,249,154
2024,JPN,Perlis,661,493,168
2024,JPN,Pulau Pinang,10179,6542,3637
2024,JPN,Sabah,3051,1531,1520
2024,JPN,Sarawak,1234,735,499
2024,JPN,Selangor,126470,75252,51218
2024,JPN,Terengganu,3,3,0
2024,JPN,W.P. Labuan,91,62,29
2024,KAZ,Johor,312,117,195
2024,KAZ,Kedah,201,82,119
2024,KAZ,Kelantan,11,4,7
2024,KAZ,Perlis,44,18,26
2024,KAZ,Pulau Pinang,71,34,37
2024,KAZ,Sabah,31,14,17
2024,KAZ,Sarawak,58,26,32
2024,KAZ,Selangor,16548,6640,9908
2024,KAZ,W.P. Labuan,2,2,0
2024,KEN,Johor,424,164,260
2024,KEN,Kedah,28,13,15
2024,KEN,Melaka,1,0,1
2024,KEN,Perlis,2,0,2
2024,KEN,Pulau Pinang,75,33,42
2024,KEN,Sabah,8,2,6
2024,KEN,Sarawak,9,8,1
2024,KEN,Selangor,2875,1442,1433
2024,KGZ,Johor,223,155,68
2024,KGZ,Kedah,73,35,38
2024,KGZ,Kelantan,7,6,1
2024,KGZ,Perlis,2,1,1
2024,KGZ,Pulau Pinang,36,13,23
2024,KGZ,Sabah,13,8,5
2024,KGZ,Sarawak,2,2,0
2024,KGZ,Selangor,2756,1249,1507
2024,KHM,Johor,10804,4659,6145
2024,KHM,Kedah,1224,857,367
2024,KHM,Kelantan,4125,3063,1062
2024,KHM,Melaka,4,3,1
2024,KHM,Perak,47,21,26
2024,KHM,Perlis,4822,3090,1732
2024,KHM,Pulau Pinang,224,77,147
2024,KHM,Sabah,10,2,8
2024,KHM,Sarawak,53,29,24
2024,KHM,Selangor,21751,10491,11260
2024,KHM,W.P. Labuan,2,2,0
2024,KIR,Johor,7,2,5
2024,KIR,Selangor,5,3,2
2024,KNA,Johor,129,87,42
2024,KNA,Kedah,19,8,11
2024,KNA,Pulau Pinang,6,6,0
2024,KNA,Sabah,2,0,2
2024,KNA,Sarawak,1,1,0
2024,KNA,Selangor,334,258,76
2024,KOR,Johor,73417,38409,35008
2024,KOR,Kedah,1870,865,1005
2024,KOR,Kelantan,26,16,10
2024,KOR,Melaka,35,18,17
2024,KOR,Negeri Sembilan,16,6,10
2024,KOR,Pahang,12,6,6
2024,KOR,Perak,143,69,74
2024,KOR,Perlis,414,289,125
2024,KOR,Pulau Pinang,4683,2473,2210
2024,KOR,Sabah,94257,38397,55860
2024,KOR,Sarawak,1627,889,738
2024,KOR,Selangor,102567,55119,47448
2024,KOR,W.P. Labuan,56,40,16
2024,KWT,Johor,234,110,124
2024,KWT,Kedah,57,28,29
2024,KWT,Kelantan,2,1,1
2024,KWT,Perlis,2,2,0
2024,KWT,Pulau Pinang,47,30,17
2024,KWT,Sabah,2,2,0
2024,KWT,Sarawak,2,2,0
2024,KWT,Selangor,3374,1922,1452
2024,KWT,W.P. Labuan,1,1,0
2024,LAO,Johor,999,251,748
2024,LAO,Kedah,6562,518,6044
2024,LAO,Kelantan,2328,1504,824
2024,LAO,Perak,201,19,182
2024,LAO,Perlis,2266,461,1805
2024,LAO,Pulau Pinang,185,61,124
2024,LAO,Sabah,2,0,2
2024,LAO,Sarawak,105,59,46
2024,LAO,Selangor,1728,622,1106
2024,LBN,Johor,150,95,55
2024,LBN,Kedah,50,28,22
2024,LBN,Pulau Pinang,43,26,17
2024,LBN,Sabah,12,11,1
2024,LBN,Sarawak,30,29,1
2024,LBN,Selangor,1894,1180,714
2024,LBR,Johor,8,8,0
2024,LBR,Sarawak,2,2,0
2024,LBR,Selangor,39,29,10
2024,LBY,Johor,22,16,6
2024,LBY,Kedah,6,6,0
2024,LBY,Perlis,4,4,0
2024,LBY,Pulau Pinang,3,3,0
2024,LBY,Sabah,2,0,2
2024,LBY,Selangor,1970,1380,590
2024,LCA,Johor,22,14,8
2024,LCA,Kedah,1,1,0
2024,LCA,Pulau Pinang,14,11,3
2024,LCA,Sarawak,5,2,3
2024,LCA,Selangor,76,51,25
2024,LIE,Johor,6,2,4
2024,LIE,Kedah,11,2,9
2024,LIE,Perak,1,1,0
2024,LIE,Pulau Pinang,8,7,1
2024,LIE,Sabah,1,0,1
2024,LIE,Selangor,36,28,8
2024,LKA,Johor,4186,2636,1550
2024,LKA,Kedah,240,150,90
2024,LKA,Kelantan,1,1,0
2024,LKA,Melaka,3,3,0
2024,LKA,Pahang,3,2,1
2024,LKA,Perak,28,18,10
2024,LKA,Perlis,19,13,6
2024,LKA,Pulau Pinang,297,186,111
2024,LKA,Sabah,43,24,19
2024,LKA,Sarawak,166,120,46
2024,LKA,Selangor,26192,16162,10030
2024,LKA,W.P. Labuan,6,5,1
2024,LSO,Johor,1,0,1
2024,LSO,Kedah,1,0,1
2024,LSO,Selangor,42,20,22
2024,LTU,Johor,442,216,226
2024,LTU,Kedah,558,253,305
2024,LTU,Kelantan,1,1,0
2024,LTU,Pahang,2,2,0
2024,LTU,Perak,1,1,0
2024,LTU,Perlis,33,18,15
2024,LTU,Pulau Pinang,101,48,53
2024,LTU,Sabah,63,32,31
2024,LTU,Sarawak,45,21,24
2024,LTU,Selangor,4294,2050,2244
2024,LTU,Terengganu,1,1,0
2024,LTU,W.P. Labuan,49,15,34
2024,LUX,Johor,54,38,16
2024,LUX,Kedah,36,18,18
2024,LUX,Kelantan,2,2,0
2024,LUX,Pahang,2,2,0
2024,LUX,Perlis,4,3,1
2024,LUX,Pulau Pinang,18,12,6
2024,LUX,Sabah,13,8,5
2024,LUX,Sarawak,14,9,5
2024,LUX,Selangor,375,202,173
2024,LVA,Johor,250,110,140
2024,LVA,Kedah,136,60,76
2024,LVA,Perak,3,1,2
2024,LVA,Perlis,12,9,3
2024,LVA,Pulau Pinang,46,26,20
2024,LVA,Sabah,51,14,37
2024,LVA,Sarawak,70,28,42
2024,LVA,Selangor,1511,758,753
2024,LVA,W.P. Labuan,26,11,15
2024,MAC,Johor,2,1,1
2024,MAC,Perak,5,4,1
2024,MAC,Pulau Pinang,3,0,3
2024,MAC,Selangor,23,8,15
2024,MAR,Johor,564,332,232
2024,MAR,Kedah,81,47,34
2024,MAR,Kelantan,9,6,3
2024,MAR,Pahang,1,1,0
2024,MAR,Perlis,10,6,4
2024,MAR,Pulau Pinang,75,42,33
2024,MAR,Sabah,23,9,14
2024,MAR,Sarawak,47,28,19
2024,MAR,Selangor,6574,3609,2965
2024,MCO,Johor,8,7,1
2024,MCO,Kedah,2,1,1
2024,MCO,Perlis,1,0,1
2024,MCO,Pulau Pinang,1,1,0
2024,MCO,Selangor,21,16,5
2024,MDA,Johor,40,14,26
2024,MDA,Kedah,10,3,7
2024,MDA,Kelantan,1,1,0
2024,MDA,Pahang,1,1,0
2024,MDA,Pulau Pinang,1,0,1
2024,MDA,Sabah,4,2,2
2024,MDA,Sarawak,3,1,2
2024,MDA,Selangor,245,110,135
2024,MDG,Johor,85,36,49
2024,MDG,Kedah,2,1,1
2024,MDG,Pulau Pinang,2,1,1
2024,MDG,Sabah,2,0,2
2024,MDG,Sarawak,1,0,1
2024,MDG,Selangor,558,244,314
2024,MDV,Johor,1107,539,568
2024,MDV,Kedah,15,7,8
2024,MDV,Kelantan,2,2,0
2024,MDV,Perak,5,0,5
2024,MDV,Perlis,1,1,0
2024,MDV,Pulau Pinang,40,32,8
2024,MDV,Sabah,8,6,2
2024,MDV,Sarawak,12,6,6
2024,MDV,Selangor,19612,10378,9234
2024,MEX,Johor,1089,522,567
2024,MEX,Kedah,91,48,43
2024,MEX,Kelantan,4,1,3
2024,MEX,Perak,6,5,1
2024,MEX,Perlis,15,10,5
2024,MEX,Pulau Pinang,236,163,73
2024,MEX,Sabah,45,25,20
2024,MEX,Sarawak,15,11,4
2024,MEX,Selangor,4435,2160,2275
2024,MHL,Johor,3,3,0
2024,MHL,Pulau Pinang,2,1,1
2024,MHL,Sabah,1,1,0
2024,MHL,Selangor,20,14,6
2024,MKD,Johor,50,34,16
2024,MKD,Kedah,22,12,10
2024,MKD,Perlis,2,2,0
2024,MKD,Pulau Pinang,7,2,5
2024,MKD,Sabah,1,1,0
2024,MKD,Sarawak,13,7,6
2024,MKD,Selangor,313,150,163
2024,MLI,Johor,4,4,0
2024,MLI,Pulau Pinang,1,0,1
2024,MLI,Sarawak,1,1,0
2024,MLI,Selangor,64,44,20
2024,MLT,Johor,47,22,25
2024,MLT,Kedah,36,22,14
2024,MLT,Perlis,3,1,2
2024,MLT,Pulau Pinang,16,12,4
2024,MLT,Sabah,2,2,0
2024,MLT,Sarawak,4,3,1
2024,MLT,Selangor,322,193,129
2024,MMR,Johor,44019,13201,30818
2024,MMR,Kedah,584,129,455
2024,MMR,Kelantan,22,9,13
2024,MMR,Melaka,2,0,2
2024,MMR,Negeri Sembilan,1,1,0
2024,MMR,Pahang,21,8,13
2024,MMR,Perak,197,37,160
2024,MMR,Perlis,58,9,49
2024,MMR,Pulau Pinang,2201,951,1250
2024,MMR,Sabah,127,40,87
2024,MMR,Sarawak,539,258,281
2024,MMR,Selangor,43061,28544,14517
2024,MMR,W.P. Labuan,10,4,6
2024,MNE,Johor,24,22,2
2024,MNE,Pulau Pinang,6,4,2
2024,MNE,Selangor,106,74,32
2024,MNG,Johor,1611,673,938
2024,MNG,Kedah,77,38,39
2024,MNG,Perak,6,2,4
2024,MNG,Perlis,12,6,6
2024,MNG,Pulau Pinang,79,42,37
2024,MNG,Sabah,34,10,24
2024,MNG,Sarawak,4,2,2
2024,MNG,Selangor,3291,1408,1883
2024,MOZ,Johor,2,0,2
2024,MOZ,Selangor,244,123,121
2024,MRT,Johor,13,11,2
2024,MRT,Kedah,2,1,1
2024,MRT,Sabah,1,1,0
2024,MRT,Selangor,138,105,33
2024,MUS,Johor,1021,516,505
2024,MUS,Kedah,47,28,19
2024,MUS,Kelantan,5,3,2
2024,MUS,Pahang,8,4,4
2024,MUS,Perak,1,0,1
2024,MUS,Perlis,13,9,4
2024,MUS,Pulau Pinang,59,27,32
2024,MUS,Sabah,10,7,3
2024,MUS,Sarawak,5,2,3
2024,MUS,Selangor,8913,4586,4327
2024,MWI,Johor,3,2,1
2024,MWI,Pulau Pinang,8,4,4
2024,MWI,Sabah,1,1,0
2024,MWI,Sarawak,1,0,1
2024,MWI,Selangor,120,76,44
2024,NAM,Johor,9,6,3
2024,NAM,Pulau Pinang,1,1,0
2024,NAM,Selangor,82,45,37
2024,NCL,Selangor,1,1,0
2024,NER,Johor,4,4,0
2024,NER,Selangor,13,8,5
2024,NGA,Johor,140,120,20
2024,NGA,Kedah,6,5,1
2024,NGA,Kelantan,3,2,1
2024,NGA,Pulau Pinang,50,38,12
2024,NGA,Sabah,3,3,0
2024,NGA,Sarawak,57,48,9
2024,NGA,Selangor,2632,2091,541
2024,NIC,Johor,16,10,6
2024,NIC,Kedah,7,2,5
2024,NIC,Pulau Pinang,2,1,1
2024,NIC,Sabah,1,1,0
2024,NIC,Selangor,38,17,21
2024,NLD,Johor,6284,4014,2270
2024,NLD,Kedah,2614,1334,1280
2024,NLD,Kelantan,38,27,11
2024,NLD,Melaka,7,7,0
2024,NLD,Negeri Sembilan,4,2,2
2024,NLD,Pahang,20,13,7
2024,NLD,Perak,102,59,43
2024,NLD,Perlis,305,177,128
2024,NLD,Pulau Pinang,1699,1049,650
2024,NLD,Sabah,513,286,227
2024,NLD,Sarawak,806,509,297
2024,NLD,Selangor,27308,15798,11510
2024,NLD,W.P. Labuan,18,12,6
2024,NOR,Johor,1083,655,428
2024,NOR,Kedah,624,258,366
2024,NOR,Kelantan,3,3,0
2024,NOR,Pahang,1,1,0
2024,NOR,Perak,12,7,5
2024,NOR,Perlis,69,33,36
2024,NOR,Pulau Pinang,290,175,115
2024,NOR,Sabah,73,44,29
2024,NOR,Sarawak,120,86,34
2024,NOR,Selangor,5421,3081,2340
2024,NOR,W.P. Labuan,2,2,0
2024,NPL,Johor,5709,4117,1592
2024,NPL,Kedah,137,90,47
2024,NPL,Kelantan,1,1,0
2024,NPL,Perak,6,4,2
2024,NPL,Perlis,15,15,0
2024,NPL,Pulau Pinang,189,162,27
2024,NPL,Sabah,18,9,9
2024,NPL,Sarawak,1405,959,446
2024,NPL,Selangor,61539,58022,3517
2024,NPL,W.P. Labuan,438,408,30
2024,NRU,Selangor,12,10,2
2024,NZL,Johor,5116,3036,2080
2024,NZL,Kedah,726,392,334
2024,NZL,Kelantan,16,9,7
2024,NZL,Melaka,6,1,5
2024,NZL,Negeri Sembilan,1,1,0
2024,NZL,Pahang,23,15,8
2024,NZL,Perak,137,81,56
2024,NZL,Perlis,122,67,55
2024,NZL,Pulau Pinang,1484,788,696
2024,NZL,Sabah,403,208,195
2024,NZL,Sarawak,800,464,336
2024,NZL,Selangor,18102,10672,7430
2024,NZL,Terengganu,4,2,2
2024,NZL,W.P. Labuan,19,11,8
2024,OMN,Johor,185,128,57
2024,OMN,Kedah,48,29,19
2024,OMN,Kelantan,1,1,0
2024,OMN,Perak,7,5,2
2024,OMN,Perlis,15,8,7
2024,OMN,Pulau Pinang,70,61,9
2024,OMN,Sabah,3,2,1
2024,OMN,Sarawak,64,45,19
2024,OMN,Selangor,8800,4979,3821
2024,PAK,Johor,3917,2933,984
2024,PAK,Kedah,715,520,195
2024,PAK,Kelantan,105,102,3
2024,PAK,Melaka,1,1,0
2024,PAK,Pahang,4,4,0
2024,PAK,Perak,23,20,3
2024,PAK,Perlis,114,106,8
2024,PAK,Pulau Pinang,723,612,111
2024,PAK,Sabah,97,79,18
2024,PAK,Sarawak,994,830,164
2024,PAK,Selangor,60833,50541,10292
2024,PAK,W.P. Labuan,17,14,3
2024,PAN,Johor,52,28,24
2024,PAN,Kedah,7,4,3
2024,PAN,Pulau Pinang,8,6,2
2024,PAN,Sabah,5,0,5
2024,PAN,Sarawak,3,2,1
2024,PAN,Selangor,172,78,94
2024,PER,Johor,183,100,83
2024,PER,Kedah,38,21,17
2024,PER,Kelantan,2,1,1
2024,PER,Perak,3,1,2
2024,PER,Perlis,10,7,3
2024,PER,Pulau Pinang,27,19,8
2024,PER,Sabah,5,2,3
2024,PER,Sarawak,7,5,2
2024,PER,Selangor,904,475,429
2024,PHL,Johor,152491,47529,104962
2024,PHL,Kedah,2983,907,2076
2024,PHL,Kelantan,274,131,143
2024,PHL,Melaka,4,1,3
2024,PHL,Negeri Sembilan,12,11,1
2024,PHL,Pahang,115,84,31
2024,PHL,Perak,479,163,316
2024,PHL,Perlis,1260,418,842
2024,PHL,Pulau Pinang,5788,2352,3436
2024,PHL,Sabah,10242,4496,5746
2024,PHL,Sarawak,18263,7441,10822
2024,PHL,Selangor,105231,41377,63854
2024,PHL,Terengganu,2,0,2
2024,PHL,W.P. Labuan,731,257,474
2024,PLW,Johor,5,5,0
2024,PLW,Pulau Pinang,1,1,0
2024,PLW,Selangor,12,9,3
2024,PNG,Johor,121,36,85
2024,PNG,Kedah,1,1,0
2024,PNG,Perak,4,3,1
2024,PNG,Pulau Pinang,5,1,4
2024,PNG,Sabah,5,3,2
2024,PNG,Sarawak,40,22,18
2024,PNG,Selangor,541,301,240
2024,POL,Johor,3184,1751,1433
2024,POL,Kedah,1819,907,912
2024,POL,Kelantan,19,12,7
2024,POL,Melaka,3,3,0
2024,POL,Pahang,5,3,2
2024,POL,Perak,21,11,10
2024,POL,Perlis,171,98,73
2024,POL,Pulau Pinang,562,280,282
2024,POL,Sabah,335,160,175
2024,POL,Sarawak,335,180,155
2024,POL,Selangor,12748,6595,6153
2024,POL,W.P. Labuan,31,17,14
2024,PRI,Sabah,1,0,1
2024,PRT,Johor,1165,657,508
2024,PRT,Kedah,529,265,264
2024,PRT,Kelantan,3,2,1
2024,PRT,Melaka,3,2,1
2024,PRT,Pahang,4,3,1
2024,PRT,Perak,8,5,3
2024,PRT,Perlis,31,18,13
2024,PRT,Pulau Pinang,274,145,129
2024,PRT,Sabah,199,109,90
2024,PRT,Sarawak,66,42,24
2024,PRT,Selangor,5343,3024,2319
2024,PRT,W.P. Labuan,3,1,2
2024,PRY,Johor,23,10,13
2024,PRY,Kedah,4,0,4
2024,PRY,Perlis,2,1,1
2024,PRY,Pulau Pinang,4,1,3
2024,PRY,Sabah,6,4,2
2024,PRY,Selangor,90,44,46
2024,PSE,Johor,128,114,14
2024,PSE,Kedah,24,16,8
2024,PSE,Perak,1,1,0
2024,PSE,Pulau Pinang,14,13,1
2024,PSE,Sabah,1,1,0
2024,PSE,Sarawak,3,3,0
2024,PSE,Selangor,1809,1226,583
2024,QAT,Johor,39,22,17
2024,QAT,Kedah,10,5,5
2024,QAT,Perlis,2,2,0
2024,QAT,Pulau Pinang,6,4,2
2024,QAT,Sarawak,4,3,1
2024,QAT,Selangor,946,627,319
2024,ROU,Johor,956,544,412
2024,ROU,Kedah,459,217,242
2024,ROU,Kelantan,6,4,2
2024,ROU,Melaka,1,1,0
2024,ROU,Pahang,3,3,0
2024,ROU,Perak,9,4,5
2024,ROU,Perlis,20,13,7
2024,ROU,Pulau Pinang,213,108,105
2024,ROU,Sabah,66,39,27
2024,ROU,Sarawak,45,32,13
2024,ROU,Selangor,5629,2882,2747
2024,RUS,Johor,2731,1337,1394
2024,RUS,Kedah,3008,1437,1571
2024,RUS,Kelantan,184,96,88
2024,RUS,Melaka,5,4,1
2024,RUS,Pahang,11,3,8
2024,RUS,Perak,39,20,19
2024,RUS,Perlis,488,300,188
2024,RUS,Pulau Pinang,1001,504,497
2024,RUS,Sabah,470,228,242
2024,RUS,Sarawak,315,165,150
2024,RUS,Selangor,64355,31030,33325
2024,RUS,W.P. Labuan,45,19,26
2024,RWA,Johor,7,2,5
2024,RWA,Pulau Pinang,1,1,0
2024,RWA,Selangor,50,32,18
2024,SAU,Johor,1209,664,545
2024,SAU,Kedah,308,174,134
2024,SAU,Kelantan,16,13,3
2024,SAU,Perak,14,10,4
2024,SAU,Perlis,15,9,6
2024,SAU,Pulau Pinang,264,140,124
2024,SAU,Sabah,12,8,4
2024,SAU,Sarawak,87,51,36
2024,SAU,Selangor,28525,16209,12316
2024,SDN,Johor,76,56,20
2024,SDN,Kedah,25,13,12
2024,SDN,Kelantan,2,2,0
2024,SDN,Perlis,1,1,0
2024,SDN,Pulau Pinang,27,11,16
2024,SDN,Sabah,2,2,0
2024,SDN,Sarawak,36,20,16
2024,SDN,Selangor,6529,3777,2752
2024,SDN,W.P. Labuan,6,6,0
2024,SEN,Johor,45,37,8
2024,SEN,Kedah,1,1,0
2024,SEN,Perlis,1,1,0
2024,SEN,Pulau Pinang,1,0,1
2024,SEN,Sabah,2,2,0
2024,SEN,Selangor,400,277,123
2024,SGP,Johor,7891792,4472748,3419044
2024,SGP,Kedah,28167,14723,13444
2024,SGP,Kelantan,637,383,254
2024,SGP,Melaka,175,126,49
2024,SGP,Negeri Sembilan,19,11,8
2024,SGP,Pahang,3575,1825,1750
2024,SGP,Perak,37529,17573,19956
2024,SGP,Perlis,1584,948,636
2024,SGP,Pulau Pinang,124475,61079,63396
2024,SGP,Sabah,15568,7877,7691
2024,SGP,Sarawak,24840,13730,11110
2024,SGP,Selangor,298031,153580,144451
2024,SGP,W.P. Labuan,59,49,10
2024,SHN,Johor,1,1,0
2024,SLB,Johor,20,13,7
2024,SLB,Pulau Pinang,9,5,4
2024,SLB,Sarawak,50,9,41
2024,SLB,Selangor,53,30,23
2024,SLE,Johor,22,14,8
2024,SLE,Kedah,5,4,1
2024,SLE,Kelantan,1,1,0
2024,SLE,Pulau Pinang,5,1,4
2024,SLE,Selangor,132,84,48
2024,SLV,Johor,14,10,4
2024,SLV,Kedah,16,5,11
2024,SLV,Pulau Pinang,3,2,1
2024,SLV,Sabah,1,0,1
2024,SLV,Sarawak,2,2,0
2024,SLV,Selangor,95,52,43
2024,SMR,Kedah,2,1,1
2024,SMR,Selangor,25,19,6
2024,SOM,Johor,4,4,0
2024,SOM,Kedah,1,1,0
2024,SOM,Kelantan,3,1,2
2024,SOM,Pulau Pinang,5,1,4
2024,SOM,Selangor,1369,766,603
2024,SPM,Johor,1,0,1
2024,SRB,Johor,62,47,15
2024,SRB,Kedah,34,15,19
2024,SRB,Pahang,1,1,0
2024,SRB,Perak,2,2,0
2024,SRB,Perlis,3,1,2
2024,SRB,Pulau Pinang,29,24,5
2024,SRB,Sabah,4,2,2
2024,SRB,Sarawak,6,2,4
2024,SRB,Selangor,854,417,437
2024,SSD,Johor,1,1,0
2024,SSD,Kedah,1,1,0
2024,SSD,Pulau Pinang,2,0,2
2024,SSD,Sabah,1,1,0
2024,SSD,Sarawak,15,7,8
2024,SSD,Selangor,204,122,82
2024,SSD,W.P. Labuan,3,1,2
2024,STP,Selangor,5,1,4
2024,SUR,Johor,14,10,4
2024,SUR,Kedah,4,1,3
2024,SUR,Pulau Pinang,9,7,2
2024,SUR,Sabah,2,2,0
2024,SUR,Selangor,105,69,36
2024,SVK,Johor,314,180,134
2024,SVK,Kedah,710,363,347
2024,SVK,Kelantan,5,4,1
2024,SVK,Pahang,1,0,1
2024,SVK,Perak,4,3,1
2024,SVK,Perlis,12,7,5
2024,SVK,Pulau Pinang,139,85,54
2024,SVK,Sabah,44,20,24
2024,SVK,Sarawak,31,20,11
2024,SVK,Selangor,2739,1465,1274
2024,SVK,W.P. Labuan,13,9,4
2024,SVN,Johor,135,70,65
2024,SVN,Kedah,232,119,113
2024,SVN,Perak,3,2,1
2024,SVN,Perlis,11,6,5
2024,SVN,Pulau Pinang,25,13,12
2024,SVN,Sabah,16,8,8
2024,SVN,Sarawak,9,1,8
2024,SVN,Selangor,1502,801,701
2024,SVN,W.P. Labuan,2,1,1
2024,SWE,Johor,1683,966,717
2024,SWE,Kedah,1772,805,967
2024,SWE,Kelantan,41,29,12
2024,SWE,Melaka,1,0,1
2024,SWE,Pahang,2,2,0
2024,SWE,Perak,28,18,10
2024,SWE,Perlis,102,74,28
2024,SWE,Pulau Pinang,616,404,212
2024,SWE,Sabah,164,92,72
2024,SWE,Sarawak,118,80,38
2024,SWE,Selangor,8151,4692,3459
2024,SWE,W.P. Labuan,10,6,4
2024,SWZ,Johor,10,7,3
2024,SWZ,Pulau Pinang,1,1,0
2024,SWZ,Selangor,151,68,83
2024,SYC,Johor,49,16,33
2024,SYC,Pahang,1,1,0
2024,SYC,Pulau Pinang,3,3,0
2024,SYC,Selangor,579,232,347
2024,SYR,Johor,140,106,34
2024,SYR,Kedah,83,43,40
2024,SYR,Kelantan,1,0,1
2024,SYR,Pahang,7,7,0
2024,SYR,Perlis,1,1,0
2024,SYR,Pulau Pinang,46,36,10
2024,SYR,Sabah,12,9,3
2024,SYR,Sarawak,27,23,4
2024,SYR,Selangor,3950,2479,1471
2024,TCA,Selangor,1,0,1
2024,TCD,Johor,32,26,6
2024,TCD,Pulau Pinang,1,1,0
2024,TCD,Selangor,170,133,37
2024,TGO,Johor,4,4,0
2024,TGO,Kedah,1,1,0
2024,TGO,Pulau Pinang,1,1,0
2024,TGO,Sabah,1,1,0
2024,TGO,Sarawak,1,0,1
2024,TGO,Selangor,49,36,13
2024,THA,Johor,45043,12173,32870
2024,THA,Kedah,366108,211827,154281
2024,THA,Kelantan,325996,163264,162732
2024,THA,Melaka,11,6,5
2024,THA,Negeri Sembilan,3,2,1
2024,THA,Pahang,72,49,23
2024,THA,Perak,64945,30243,34702
2024,THA,Perlis,308729,178917,129812
2024,THA,Pulau Pinang,16780,6393,10387
2024,THA,Sabah,213,67,146
2024,THA,Sarawak,2666,878,1788
2024,THA,Selangor,84229,31977,52252
2024,THA,Terengganu,3,3,0
2024,THA,W.P. Labuan,63,29,34
2024,TJK,Johor,12,8,4
2024,TJK,Kedah,9,6,3
2024,TJK,Pulau Pinang,2,2,0
2024,TJK,Sabah,14,11,3
2024,TJK,Selangor,980,666,314
2024,TKM,Johor,27,16,11
2024,TKM,Kedah,15,5,10
2024,TKM,Kelantan,1,1,0
2024,TKM,Pulau Pinang,5,5,0
2024,TKM,Sabah,4,3,1
2024,TKM,Sarawak,4,4,0
